title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,cover_link
Harry Potter và Hòn đá phù thủy (Tái Bản 2022),J.K.Rowling,150000,92000,1321.0,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,136,5.0,366.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/21/a2/b8/fb0b534de53504c21950a2cd9c00480c.png
"Boxset ""Thời Thơ Ấu Dài Lâu""",Nguyễn Nhật Ánh,990000,610000,622.0,Văn học thiếu nhi,119,4.5,220.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/88/89/3d/0a9fd166ed3ffcc64e6623a87f8f36cb.jpg
Đắc Nhân Tâm (Bìa Mềm)(Tái Bản),Dale Carnegie,86000,64500,11560.0,Sách kỹ năng mềm,1084,4.8,320.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/3b/68/8e/b577852aa77a3d9ed41dfc62de83aeab.jpg
Kỹ Năng Bán Hàng Tuyệt Đỉnh,Grant Cardone,120000,78000,3660.0,Sách Marketing - Bán hàng ,295,5.0,293.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/5a/a1/34/142508033e781806871a339bc4c39afd.jpg
Sách Thức Tỉnh Mục Đích Sống,Eckhart Tolle,148000,121360,1.0,Sách tư duy - Kỹ năng sống,1,5.0,392.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/4a/cb/44/994d6e175c94ea754acb6a5ab40e5dc1.jpg
451 Độ F,Ray Bradbury,99000,66749,2771.0,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,487,4.8,232.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/43/16/14/8dbd48a085d7f733f570b151d35e05da.jpg
Sách Thay Đổi Cuộc Sống Với Nhân Số Học - Lê Đỗ Quỳnh Hương,David A. Phillips,248000,111000,32323.0,Sách tư duy - Kỹ năng sống,5280,4.8,342.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/15/18/1a/72becd43b4764c0904c049eba3377fe1.jpg
Sói đội lốt Cừu - Kẻ hiếu chiến ngầm và các thủ thuật thao túng tâm lí,Bác sĩ George K. Simon,110000,75000,4654.0,Sách tư duy - Kỹ năng sống,870,4.8,172.0,Nhà Xuất Bản Kinh Tế TPHCM,https://salt.tikicdn.com/ts/product/5b/d5/86/d98868cfd842f82b3a853358c5b4ba64.jpg
Thiên Nga Đen (Tái Bản 2020),Nassim Nicholas Taleb,299000,196000,5140.0,Sách tư duy - Kỹ năng sống,647,4.8,628.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/c7/a2/3a/c9e6eaa17656191e9fdd8febea6dd87c.jpg
Giáo Dục Nhi Đồng,Đạm Phương nữ sử,65000,46800,332.0,Kiến thức - Bách khoa,17,4.7,496.0,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/2d/9d/02/384d2ca42e1396b4742234bca5d81df1.jpg
Khi Bạn Tắc Đường Thì Tôi Đang Chơi Golf (Tái Bản 2019),Simon Thompson,96000,62000,2148.0,Bài học kinh doanh,155,5.0,276.0,Nhà Xuất Bản Đại Học Kinh Tế Quốc Dân,https://salt.tikicdn.com/ts/product/1f/f8/71/f89ae3a11665027c1276cae6cf16cca5.png
Chờ Đến Mẫu Giáo Thì Đã Muộn,Ibuka Masaru,69000,62100,33.0,Cẩm nang làm cha mẹ,2,5.0,240.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/media/catalog/product/c/h/cho-den-mau-giao-thi-da-muon.jpg
Một mình ở châu Âu - Bất hạnh là một tài sản - Bản 2025 - Phan Việt - Sáng Books,Phan Việt,120000,120000,15.0,Tiểu sử - Hồi ký,1,5.0,382.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/2c/68/e4/db8d31da48799302916a5d3281cf5bf9.png
Định Giá Doanh Nghiệp Và Tài Sản - Ứng Dụng Trong Đầu Tư Tài Chính,TS. Đinh Thế Hiển,495000,346500,27.0,Sách tài chính,0,0.0,492.0,Nhà Xuất Bản Tài Chính,https://salt.tikicdn.com/ts/product/2f/8f/a0/3865fbbf8c111361508dd44fae8bbf42.jpg
Người TV ( Haruki Murakami),Haruki Murakami,100000,69998,204.0,Truyện trinh thám,5,5.0,176.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/01/e2/3f/b1a93b2deb2993836c2e9dfba9b7ee89.jpg
Agatha Christie. Bí mật chuyến tàu xanh,Agatha Christie,145000,87000,205.0,Truyện trinh thám,19,5.0,340.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/d9/6e/9e/88f052d4cbde0289443d69c2bca238f7.png
Trường học Sáng tạo ,"Ken Robinson, Lou Aronica",112000,112000,472.0,Sách giáo dục,56,5.0,316.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/fe/73/74/2f90cf83bf2b13f0f663687c1be80a7b.png
Tâm Lý Học - Nghệ Thuật Giải Mã Hành Vi,Trần Lộ,150000,120000,311.0,Sách tư duy - Kỹ năng sống,70,5.0,448.0,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/5c/7e/8f/a44a8b0a579c7b3da17c1572c1ca25eb.jpg
TS Thu Giang - Lão Tử Đạo Đức Kinh (Tái Bản),Nguyễn Duy Cần,130000,79000,564.0,Sách giáo dục,94,4.8,408.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/69/80/79/7817afad52c1487b28759d1401fc4fab.jpg
Sách Putin Logic Của Quyền Lực (Tái Bản 2020),Hubert Seipel,168000,126000,1130.0,Tiểu sử - Hồi ký,203,5.0,384.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/4a/71/e3/b7c6d34f9fd73477a242cbdf198be595.jpg
Agatha Christie - Vụ Ám Sát Ông Roger Ackroyd (Tái Bản),Agatha Christie,150000,114000,2406.0,Tiểu Thuyết,195,4.8,360.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/67/37/fe/c5543286680b7935d5f6af7b96ebe1db.png
Mình Và Họ (Tái Bản),Nguyễn Bình Phương,100000,60000,481.0,Tiểu Thuyết,43,5.0,304.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/fd/7b/ce/01fd7dd9a807289262a75942bce7acc7.png
Đời Ngắn Đừng Ngủ Dài (Tái Bản),Robin Sharma,85000,54000,45840.0,Sách tư duy - Kỹ năng sống,3167,4.8,228.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/d4/cc/86/2a060e2ba9e84005fe5fe2fa617b57ee.jpg
Án Mạng Trên Sân Golf,Agatha Christie,105000,63000,3511.0,Truyện trinh thám,303,4.8,286.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/64/09/bd/7e94893d07e6245792e3438dc2c70520.png
Sách - Osho Nghệ thuật sống và chết,Osho,189000,145530,1.0,Sách kỹ năng mềm,0,0.0,416.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/88/dd/dc/37e8c413b12df1025efa47f710844eab.png
Chân dung một cuộc hôn nhân,Pearl S. Buck,135000,87750,31.0,Tác phẩm kinh điển,3,5.0,296.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/d9/03/da/d24fe954e6b37511cab2acef1c40ecaa.jpg
Sách  Combo 2 Cuốn : Hoàng Lê Nhất Thống Chí + Hiền Tài Thay Đổi Quốc Gia - SBOOKS,Ngô Tất Tố,276000,150000,2.0,Lịch Sử Việt Nam,0,0.0,835.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/11/be/d9/5fc02118e065258575d04bdb1ef7a19f.png
The Daily Drucker: Kim Chỉ Nam Mỗi Ngày Về Quản Trị Kinh Doanh,Peter F. Drucker,290000,188500,80.0,"Sách quản trị, lãnh đạo",2,5.0,452.0,Nhà Xuất Bản Tổng Hợp,https://salt.tikicdn.com/ts/product/64/8d/ec/68b2b75da64eba22075d53f96c8dc9f3.jpg
An Nam chí lược,Humphrey Cobb,285000,187000,35.0,Lịch Sử Việt Nam,2,5.0,412.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/b1/f5/bf/b1a461b2afa2f6684ef3af7ae57a113e.jpg
Khai Vấn Trong Từng Hơi Thở,Ruby Nguyen,289000,202300,34.0,Sách kỹ năng mềm,1,5.0,344.0,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/bd/6e/63/50bdefef36f72f30928642e763b86be7.jpg
Biến Tiềm Năng Thành Tài Năng,Adam Grant,180000,135000,213.0,Sách tư duy - Kỹ năng sống,9,5.0,336.0,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/bb/8a/ed/71d2b7800f671d10ac5c6c9737b4da86.png
"Bà tóc tím, nhà tiên tri và gã ngốc chống lại tận thế (Jonas Jonasson)",Jonas Jonasson,215000,148000,172.0,Truyện dài,14,4.7,544.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/f6/16/6b/a032377c5923c58b8527452c67633451.png
Văn học kinh điển. Suy đồi và sụp đổ,W. Somerset Maugham,160000,96000,92.0,Tác phẩm kinh điển,3,5.0,392.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/4d/38/29/6aa9ae6be4376efc2544a728dc2da7f6.jpg
Sách Combo 2 Cuốn : Tư Duy Ngược + Tư Duy Mở (Nguyễn Anh Dũng) - SBOOKS, Nguyễn Anh Dũng,276000,138000,3946.0,Sách tư duy - Kỹ năng sống,250,4.7,452.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/48/ec/9b/6830c5933e45efaf49b06cda80f0e860.jpeg
MBA Thực Chiến,Shimada Tsuyoshi,179000,111875,338.0,Sách Marketing - Bán hàng ,9,4.5,320.0,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/aa/2c/a0/8f9ab94f612256b33b0e05985d762a20.jpg
Dê Mắt Quỷ,Chan-Ho-Kei,229000,144270,267.0,Truyện kinh dị,20,4.8,556.0,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/7a/f3/8b/eb6703e6c79fecd255cdf92ac22061f7.jpg
"Phương pháp Simon: Cách học nhanh, nhớ lâu mọi kiến thức",Hữu Vinh Phương Lược,179000,128000,158.0,Sách kỹ năng mềm,9,5.0,320.0,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/e6/6e/44/38de4d971aed90a785e099ccb7eb709f.jpg
Giải Phẫu Học Về Giãn Cơ,Arnold G. Nelson,305000,201300,408.0,Sách Y Học Khác,26,4.6,408.0,Nhà Xuất Bản Thể Thao Và Du Lịch,https://salt.tikicdn.com/ts/product/24/cb/1c/378390bb8989f6d539310f1f2ca16e33.jpg
Ông Tướng Tình Báo Bí Ẩn Và Những Điệp Vụ Siêu Hạng,Hoàng Hải Vân,118000,86500,269.0,Lịch Sử Việt Nam,23,5.0,232.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/37/3d/52/20f7cd1845c5d786995d790281221bbf.jpg
Tự Truyện Của Một Yogi,Paramahansan Yogananda,169000,118300,569.0,Tiểu sử - Hồi ký,31,5.0,500.0,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/10/89/ee/29ce986eafe4783a6e8e04798c0bf6e0.jpg
Sau Tang Lễ,Agatha Christie,145000,87000,747.0,Truyện trinh thám,105,5.0,368.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/08/79/1e/1651a2a503220bf5b54904bfc126ae0c.png
Ngồi Khóc Trên Cây,Nguyễn Nhật Ánh,130000,85000,832.0,Truyện ngắn - Tản văn - Tạp Văn,83,5.0,342.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/49/95/32/7d58acb0dd1b24134b401beb92074ea0.jpg
Tôi Đi Học - Nguyễn Ngọc Ký (Tái Bản),Nguyễn Ngọc Ký,76000,55500,468.0,Tiểu sử - Hồi ký,28,4.8,176.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/98/3b/a9/3786afc188283d2488808685b4613bfa.png
Everybody Writes - Ai Rồi Cũng Viết (Cuốn Cẩm Nang Giúp Bạn Viết Content “Chất Như Nước Cất”),Ann Handley,105000,105000,72.0,Sách kỹ năng làm việc,4,4.0,400.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/3d/30/49/c7911707228c77c84407ef7e78984fb3.jpg
Phi Lý Trí - Khám Phá Những Động Lực Vô Hình Ẩn Sau Những Quyết Định Của Con Người ( Tái Bản),Dan Ariely,169000,130000,16.0,Sách tư duy - Kỹ năng sống,0,0.0,404.0,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/fb/75/ae/55f7ec0badee4a0a17a70eb59d6247da.png
Từ IQ Đến EQ - Nắm Bắt Thành Công Qua Trí Tuệ Cảm Xúc,Trương Manh,91000,60970,6569.0,Sách tư duy - Kỹ năng sống,1139,4.8,240.0,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/38/4f/4e/bdaf60975e2ea5761612075e11d287ce.jpg
5 Ngôn Ngữ Yêu Thương - The Five Love Languages (Tái Bản),Gary Chapman,128000,96000,3361.0,Sách kỹ năng mềm,345,5.0,224.0,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/d0/1a/04/59c5b0dc5a4fe862a78338d47ccb2ba8.jpg
Tiktok Marketing,Markus Rach,139000,87570,4884.0,Sách Marketing - Bán hàng ,458,4.5,268.0,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/cb/ae/77/e8e8fb1733b0dbb4fc9000ecb40df840.jpg
Đồng Tiền Hạnh Phúc,Ken Honda,95000,62000,5066.0,Sách tư duy - Kỹ năng sống,414,5.0,258.0,Nhà Xuất Bản Đại Học Kinh Tế Quốc Dân,https://salt.tikicdn.com/ts/product/51/c1/a7/4dc53d4b786dd8d7712abe2abbb7eb86.jpg
Đối Thoại Với Thượng Đế ( Tái Bản ),Neale Donald Walsch,98000,65514,4060.0,Tiểu Thuyết,383,4.8,336.0,Nhà Xuất Bản Tri Thức,https://salt.tikicdn.com/ts/product/ce/08/d0/d2c5efed28f01f4b7d0f8bdd795cb682.jpg
Văn Minh Vật Chất Của Người Việt,Phan Cẩm Thượng,330000,214500,1932.0,Sách tư duy - Kỹ năng sống,199,5.0,656.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/fd/5c/16/e96be0467963564017ce26fcf0dc7efa.jpg
Payback Time - Ngày Đòi Nợ,Phil Town,299000,299000,32556.0,Sách tài chính,4443,4.8,280.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/64/cd/ba/c12f6fca49de9767c6c167c0030f7985.png
Dốc Hết Trái Tim - Cách Starbucks Xây Dựng Công Ty Bằng Từng Tách Cà Phê (Tái Bản 2018),Howard Schultz,150000,97000,10995.0,Sách kỹ năng làm việc,641,4.8,488.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/56/b7/e4/7adc9f8a82606528d3d6ad63ae52e87e.png
Cây Chuối Non Đi Giày Xanh - Bìa Mềm,Nguyễn Nhật Ánh,110000,71000,24812.0,Truyện ngắn - Tản văn - Tạp Văn,861,4.8,304.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/b4/7c/9f/5bec17ac79064c0ded5b8e81c080ddbb.png
Đất Rừng Phương Nam (Tái Bản),Đoàn Giỏi,81000,52650,2506.0,Văn học thiếu nhi,215,4.8,304.0,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/59/0f/05/f4ae943b20344377c983058d970f26c2.jpg
21 Nguyên Tắc Tự Do Tài Chính,Brian Tracy,42300,37500,2017.0,Sách tài chính,176,5.0,106.0,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/97/85/08/b321d2cba71ebd3def481d4f780bcf49.jpg
Công Cụ Của Những Người Khổng Lồ,Timothy Ferriss,395000,256750,41.0,"Sách quản trị, lãnh đạo",5,5.0,844.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/4d/70/92/809047ad4a4e316f93c8002c5ed1b2bc.jpg
Sách Đạo Vô Vi ( In lần 2) - 81 chương Đạo Đức Kinh và cuộc sống,Outo,250000,250000,53.0,Sách kỹ năng mềm,3,5.0,380.0,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/4e/f8/f0/82a379af3ca4c914740a83194ad3730b.png
Kiếm Tiền Cùng Chatgpt - Vào Nghề Đồ Họa Ai,Học Viện Văn Họa AIGC,345000,226000,41.0,Sách kỹ năng làm việc,0,0.0,300.0,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/3c/26/3f/831e8553a65fcd562b679aa71212551c.jpg
Tuần Làm Việc 4 Giờ (Tái Bản),Timothy Ferris,139000,89655,3836.0,Sách kỹ năng làm việc,415,4.8,342.0,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/9c/ac/2a/07003ec40a73ae73b1cdeb3f978bbe88.jpg
Lộ Trình Học Tiếng Anh Cho Người Mất Gốc - The English Journey,Nguyễn Thị Xuân Quỳnh,198000,128700,91.0,Sách Học Tiếng Anh,7,5.0,248.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/43/69/07/ee93315e6d3b87398bc2a0df28ebe72a.png
Lịch Sử Chữ Quốc Ngữ,Phạm Thị Kiều Ly,268000,200000,329.0,Lịch Sử Việt Nam,32,5.0,432.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/bd/4a/b0/a567a61fa80aa33dfe9f9b82e24026dc.png
Lời Nói Thần Kỳ Nuôi Dưỡng Những Đứa Trẻ Hạnh Phúc: 0 - 6 Tuổi,Erika Takeuchi,109000,71395,2011.0,Cẩm nang làm cha mẹ,176,5.0,230.0,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/a1/0c/c7/2f340070e86aa58f5df788c181f9b9dd.jpg
Tần Số Rung Động – Quyền Năng Tiến Hóa Của Linh Hồn,Penney Peirce,189000,126630,370.0,Lĩnh vực khác,26,5.0,432.0,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/5a/03/28/0aa249e0c34a9ee4ba0b62ed56c4b85c.jpg
Homo Deus Lược Sử Tương Lai,Yuval Noah Harari,225000,135000,262.0,Sách kỹ năng mềm,19,4.6,512.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/c1/06/56/b247cf57978b13a72e905f9180584da4.jpg
Người Việt Gọi Tôi Là Cha Đắc Lộ - Hành Trình Sáng Tạo Chữ Quốc Ngữ,Tạ Huy Long,105000,75600,212.0,Lịch Sử Việt Nam,8,5.0,128.0,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/8f/00/d2/8662977290218b359a617d8afbe05b57.png
Những bức di thư Thành cổ,Lê Bá Dương,130000,78000,110.0,Truyện ngắn - Tản văn - Tạp Văn,21,5.0,120.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/a5/77/40/e3dc777be61c3601c06cc14f0b663b29.jpg
Clean code – Mã sạch và con đường trở thành lập trình viên giỏi,Robert Cecil Martin,386000,270200,1.0,Sách khởi nghiệp,0,0.0,600.0,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/0f/f4/ac/82509f20f5787f272e47ece1c16d39d6.jpg
Bàn Về Ham Muốn: Tại Sao Chúng Ta Muốn Thứ Mà Ta Muốn,William B. Irvine,169000,114000,1894.0,Sách kỹ năng mềm,203,4.8,372.0,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/51/48/e2/90b8f01e8333063f318c9765faf4ae8d.jpg
Dạy Học Không Theo Lối Mòn,Barbara Oakley,189000,145000,2.0,Sách tư duy - Kỹ năng sống,0,0.0,368.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/d0/a9/d1/4953689f01b0416e5160be6ff4273580.jpg
Tâm Lý Học Mối Quan Hệ,Choi Kwanghyun,98000,70560,4300.0,Sách tư duy - Kỹ năng sống,375,4.8,280.0,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/e3/9b/a1/598574b68545a49fca90085b597199ce.png
Hướng Dẫn Chẩn Đoán Tâm Lý Tâm Thần Theo DSM-5,Phạm Toàn,240000,187200,72.0,Lĩnh vực khác,11,5.0,736.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/77/bb/bf/b8cbf338f1f0444f5c718d4343b8b5de.jpg
Vang Bóng Một Thời (Việt Nam Danh Tác),Nguyễn Tuân,76000,53198,1760.0,Truyện ngắn - Tản văn - Tạp Văn,238,4.8,212.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/f6/64/f6/d6d52eb0e014ed36b3768c14447bf41c.png
Ngữ Pháp Tiếng Anh (Tái Bản),Mai Lan Hương,89000,59630,2675.0,Sách Học Tiếng Anh,358,5.0,280.0,Nhà Xuất Bản Đà Nẵng,https://salt.tikicdn.com/ts/product/fb/a0/2f/e733e2f515b9fa0cb564313da3fbbddc.jpg
Siddhartha (Tái Bản 2021),Hermann Hesse,72000,49952,1685.0,Tiểu Thuyết,137,5.0,220.0,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/92/03/b3/a1534e68032cbe5e245961728bc7ca4b.png
Tâm Lý Học - Phác Họa Chân Dung Kẻ Phạm Tội,Diệp Hồng Vũ,145000,97150,22673.0,Sách tư duy - Kỹ năng sống,6143,4.8,280.0,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/cb/79/53/7cf60ac4e52cb3f61aa1b4986a0efee6.jpg
Bạch Dạ Hành (Tái Bản),Higashino Keigo,235000,176250,5689.0,Truyện trinh thám,1179,4.8,628.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/65/d9/f7/d5260112bb0d84c8ba687e10d37a6775.png
"Càng Mạnh Mẽ, Càng Dịu Dàng (Tái Bản)",Lý Ái Linh,123000,81042,2768.0,Sách tư duy - Kỹ năng sống,263,5.0,352.0,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/c9/32/14/6b2d50f1ace01d021d051d083d36feb4.jpg
Một Cuốn Sách Buồn… Cười - Vui Vẻ Không Quạu Nha 2,Ở Đây Zui Nè,79000,52930,8593.0,Truyện ngắn - Tản văn - Tạp Văn,1742,4.8,280.0,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/46/de/dc/990e5d3cd650d77d81bec6fa6cbb9f43.png
"Kế Hoạch Quản Lý Tài Chính Cá Nhân - ""Phương Pháp 9 Bước Để Đặt Được Tự Do Tài Chính""",Vicky Robin,189000,135000,1170.0,Sách tài chính,149,4.8,540.0,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/46/d4/06/aab3a137547a8870856a977b1bb23829.jpg
Digital Marketing - Từ Chiến Lược Đến Thực Thi (Tái Bản 2020),Vinalink,220000,191400,1.0,Sách Marketing - Bán hàng ,0,0.0,250.0,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/fd/fd/88/44f28364677bdc76c556ce1306250b91.jpg
How The Body Works - Hiểu Hết Về Cơ Thể,Phạm Hằng Nguyên,300000,209939,6527.0,Sách Y Học Khác,1031,4.8,220.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/e9/d1/de/274dc18697f32b79c0daea902d62e452.png
Có Hai Con Mèo Ngồi Bên Cửa Sổ,Nguyễn Nhật Ánh,100000,62000,24478.0,Tiểu Thuyết,1334,4.7,210.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/ca/41/bb/93351eded0a9ff29538401f76f76c2c1.jpg
Fear - Sợ Hãi (Hóa Giải Sợ Hãi Bằng Tình Thương),Thích Nhất Hạnh,119000,78540,5118.0,Phật giáo,525,5.0,224.0,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/6b/f0/cb/a21ab94278b2d0358c40b83dc48b6845.jpg
Okamoto Kido Tuyển Tập - Bầy Mèo Nổi Loạn,Okamoto Kido,109000,81800,12.0,Truyện trinh thám,0,0.0,232.0,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/b0/c1/e6/1cee52ff5f0b0cbff9d791ed8d641cfa.jpg
Nỗi bất an trong văn hóa,Sigmund Freud,75000,54000,11.0,Triết Học,0,0.0,181.0,Nhà Xuất Bản Tri Thức,https://salt.tikicdn.com/ts/product/f5/cb/01/ae990e1a4a1f82c902e9e70b58b8a067.jpg
Năng lượng tái sinh Hành trình tìm lại sức mạnh từ bên trong,Lương Sảng,242000,173000,3.0,Sách tư duy - Kỹ năng sống,1,5.0,460.0,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/1e/2a/fd/ba7673462e3ad1917a5b3bbd0ac5439a.jpg
"Đà Lạt, Thành Phố Trong Album - Bản Quyền",Nguyễn Vĩnh Nguyên,190000,123500,41.0,Lĩnh vực khác,1,5.0,352.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/76/3c/48/31c9275889a592443583f75b9a56d13f.jpg
Sách Nuôi Dưỡng Tâm Hồn - Bộ Hươu Cao Cổ - 6 Tập (Lẻ tuỳ chọn),Viện Giáo Dục Shichida Việt Nam,32000,32000,9.0,Truyện kể cho bé,0,0.0,20.0,NXB Dân Trí,https://salt.tikicdn.com/ts/product/48/1d/2a/cafc45f0354b95793c39f0711070ea25.png
Lịch sử Việt Nam bằng hình - Gần 2000 minh họa tranh ảnh và bản đồ,Đông A,900000,669000,190.0,Lịch Sử Việt Nam,22,5.0,660.0,Nhà Xuất Bản Đại Học Sư Phạm,https://salt.tikicdn.com/ts/product/24/f4/02/bb02f1b3ad1a0b4bc1c5b98b66d01963.jpg
1 thắng 9 bại - Câu chuyện khởi nghiệp và gây dựng thương hiệu của ông chủ UNIQLO - tỷ phú giàu nhất Nhật Bản,Tadashi Yanai,120000,75000,235.0,Bài học kinh doanh,12,5.0,208.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/2f/47/f7/68ca4c596ed25f1afb49cf004c2c7055.png
Khả Năng Cải Thiện Nghịch Cảnh,Nassim Nicholas Taleb,315000,204750,36.0,Sách tư duy - Kỹ năng sống,2,5.0,632.0,NXB Trẻ,https://salt.tikicdn.com/ts/product/46/2c/f4/8c3440cfe6ceb5375098d9522f21a422.jpg
